personnel_id,unit_type,role_operational_intensity,duty_hours_weekly,overtime_hours_weekly,deployment_duration_months,deployments_last_3_years,days_since_last_leave,leave_days_taken_annual,recovery_rest_days_monthly,avg_sleep_hours,sleep_disruption_index,physical_readiness_score,wellness_survey_score,peer_support_score,environmental_hardship_score,risk_score,risk_category
PX-11801,Combat Engineers,High,56.4,9.9,9.6,2,245,24.4,0.0,5.8,5.4,76.5,12.5,3.3,3.9,0.39,MODERATE
PX-14928,Signals,Medium,49.7,0.0,4.4,2,134,39.2,1.6,6.8,2.1,81.5,23.4,4.9,1.9,0.02,LOW
PX-12014,Armored,Medium,50.5,0.7,8.6,0,205,31.7,2.3,6.5,2.9,80.0,17.7,3.6,3.0,0.073,LOW
PX-11498,Artillery,Medium,41.3,0.0,4.7,2,171,37.9,3.4,6.2,,,19.5,3.6,2.7,0.079,LOW
PX-11295,Artillery,High,52.3,1.6,6.4,1,160,32.1,2.0,6.1,3.9,65.8,20.9,3.1,3.2,0.163,LOW
PX-12362,Armored,Extreme,59.8,8.3,12.9,4,283,15.9,0.7,4.0,9.8,62.8,10.3,4.6,3.8,0.756,ELEVATED
PX-11449,Infantry,Extreme,57.4,6.4,8.5,2,214,24.6,1.7,4.7,8.8,71.3,14.9,3.3,3.9,0.525,MODERATE
PX-11681,Air Defense,Extreme,72.4,17.8,10.0,0,259,15.2,0.9,5.2,9.2,67.7,10.1,4.2,3.9,0.644,MODERATE
PX-12383,Infantry,Low,43.4,0.0,3.7,0,138,54.3,3.5,7.4,0.3,79.9,28.7,3.7,2.0,0.02,LOW
PX-12732,Combat Engineers,Medium,49.7,4.5,7.4,2,190,46.3,3.0,7.2,1.9,85.6,24.0,3.9,2.4,0.02,LOW
PX-11598,Air Defense,Low,43.6,0.0,2.9,3,103,51.7,4.3,8.2,0.0,82.6,25.4,4.2,1.7,0.02,LOW
PX-11269,Armored,Low,43.4,0.0,14.9,2,323,31.7,1.1,7.5,0.0,86.6,20.9,4.2,1.3,0.052,LOW
PX-14956,Logistics & ASC,Medium,47.3,3.1,3.8,3,125,47.7,1.1,6.8,2.1,72.9,23.1,4.4,2.4,0.02,LOW
PX-13143,Infantry,Medium,52.9,2.1,3.7,1,123,48.0,2.7,6.8,1.4,71.0,21.5,3.4,2.0,0.02,LOW
PX-13224,Infantry,Medium,55.1,6.3,5.4,3,163,27.3,4.1,6.7,3.3,82.1,20.5,4.4,2.3,0.02,LOW
PX-10821,Combat Engineers,Extreme,53.2,0.8,8.2,2,235,17.4,0.3,5.6,7.2,67.4,18.2,4.0,4.1,0.415,MODERATE
PX-13721,Armored,Medium,51.2,1.0,9.7,2,236,32.9,2.4,5.9,2.7,85.2,13.5,3.0,1.9,0.265,LOW
PX-12446,Infantry,High,54.2,2.9,6.8,1,205,29.8,2.0,5.6,,80.2,15.1,2.6,3.0,0.307,LOW
PX-14589,Logistics & ASC,Low,47.8,0.0,2.3,1,139,45.8,3.7,7.7,1.1,97.9,28.5,4.6,1.4,0.02,LOW
PX-14831,Artillery,Medium,49.4,4.1,11.3,2,365,30.2,2.4,6.2,2.9,81.0,19.2,4.8,2.6,0.134,LOW
PX-10613,Medical Corps,Medium,59.2,8.5,7.6,1,208,37.6,1.8,6.2,2.4,81.2,14.8,3.8,2.6,0.224,LOW
PX-10412,Infantry,Medium,48.9,3.0,5.4,0,178,41.6,3.2,5.7,3.6,85.6,20.3,4.2,2.4,0.134,LOW
PX-11744,Signals,Low,44.9,0.0,3.8,0,140,56.0,5.1,7.9,0.6,85.1,22.5,3.5,1.5,0.02,LOW
PX-13719,Armored,Low,45.6,0.2,3.3,4,115,49.4,3.6,7.3,0.9,82.7,22.1,3.5,1.0,0.02,LOW
PX-13986,Infantry,Medium,36.0,0.0,4.0,2,126,42.3,1.4,7.4,1.8,91.2,24.0,3.8,2.2,0.02,LOW
PX-14184,Logistics & ASC,Medium,45.9,0.0,9.2,0,249,38.6,3.8,6.9,2.2,86.1,18.7,2.7,1.9,0.086,LOW
PX-11804,Signals,High,69.4,13.6,6.7,3,166,27.8,1.5,4.6,8.5,72.1,16.7,4.4,3.5,0.447,MODERATE
PX-13226,Signals,Medium,54.8,4.6,5.1,0,161,46.7,1.9,5.6,3.7,75.7,18.5,4.2,2.1,0.156,LOW
PX-14379,Infantry,Medium,36.0,0.0,4.0,3,161,29.1,2.9,7.5,0.8,89.2,25.5,3.4,2.6,0.02,LOW
PX-13794,Combat Engineers,High,56.2,5.5,6.7,4,269,28.6,1.5,5.7,6.0,81.7,16.3,3.8,3.1,0.419,MODERATE
PX-11623,Infantry,High,53.6,5.5,12.1,3,269,24.1,3.3,5.8,6.2,80.3,18.3,3.8,3.1,0.276,LOW
PX-11008,Signals,Medium,42.7,0.0,8.0,0,253,37.2,4.7,6.9,1.6,86.2,21.5,3.9,2.0,0.02,LOW
PX-11647,Air Defense,Low,36.0,0.0,2.1,2,104,43.6,3.7,7.2,1.2,82.5,26.8,4.9,1.9,0.02,LOW
PX-14693,Logistics & ASC,Low,36.0,0.0,2.8,1,120,51.5,4.0,8.5,0.0,77.3,28.1,4.0,1.5,0.02,LOW
PX-12858,Signals,High,63.3,6.9,9.5,4,304,16.7,0.9,5.1,7.9,73.8,14.8,4.6,3.4,0.499,MODERATE
PX-13559,Armored,Extreme,60.3,9.7,7.6,1,238,24.2,0.0,5.4,9.1,75.1,18.6,3.7,4.2,0.522,MODERATE
PX-10037,Armored,Medium,47.5,0.0,7.7,2,217,37.9,2.5,5.4,4.5,80.6,16.8,3.6,2.0,0.208,LOW
PX-13400,Infantry,High,64.5,11.1,6.8,1,175,23.1,0.8,4.7,9.2,70.8,9.2,2.8,3.3,0.562,MODERATE
PX-10593,Combat Engineers,Low,39.7,0.0,11.3,1,257,37.5,5.0,7.4,0.4,82.3,20.0,3.3,1.7,0.02,LOW
PX-12199,Signals,Medium,49.5,2.2,6.7,0,201,40.1,2.2,5.8,4.2,79.8,21.2,4.5,2.7,0.201,LOW
PX-11097,Air Defense,High,60.2,5.3,6.6,3,171,28.8,1.6,5.6,7.3,78.9,15.2,3.7,3.9,0.305,LOW
PX-10385,Medical Corps,Medium,50.5,0.1,5.4,3,158,37.6,2.9,5.8,4.2,,22.5,4.6,2.6,0.084,LOW
PX-12165,Artillery,Medium,44.5,0.0,12.5,0,272,35.1,4.6,5.9,3.3,78.8,15.6,3.9,2.4,0.221,LOW
PX-11952,Air Defense,Low,42.0,0.0,3.5,1,126,52.6,3.7,6.5,3.1,88.7,19.2,3.3,1.0,0.02,LOW
PX-10167,Air Defense,High,56.4,5.4,7.5,4,305,22.9,2.4,5.2,8.3,66.1,12.8,4.5,4.0,0.403,MODERATE
PX-14025,Medical Corps,Medium,52.2,5.0,9.2,0,232,27.7,1.8,4.8,6.2,85.2,16.0,4.1,2.9,0.315,LOW
PX-12062,Armored,Medium,38.4,0.0,5.9,3,224,38.7,1.8,7.0,3.1,80.6,29.8,5.0,2.5,0.02,LOW
PX-10730,Artillery,Medium,40.2,0.0,10.2,2,268,42.0,3.2,6.1,3.3,80.4,19.5,3.5,2.3,0.148,LOW
PX-11868,Combat Engineers,High,47.4,0.0,6.5,2,245,31.9,1.9,5.0,5.4,72.5,18.4,3.8,3.5,0.339,LOW
PX-10075,Artillery,Medium,45.9,0.0,4.1,5,154,31.4,3.0,5.9,3.6,87.9,23.0,3.5,2.5,0.041,LOW
PX-11056,Logistics & ASC,Low,41.1,0.0,2.1,1,86,43.9,4.8,6.8,1.8,80.3,19.8,3.7,1.9,0.02,LOW
PX-11533,Signals,Low,46.0,0.0,2.5,4,92,47.3,6.1,7.8,0.0,91.6,23.2,3.1,1.8,0.02,LOW
PX-10864,Infantry,High,72.2,20.7,12.9,1,294,25.1,2.7,4.7,8.2,55.6,10.8,5.0,3.3,0.621,MODERATE
PX-14176,Combat Engineers,High,56.1,4.1,5.5,3,203,25.7,2.2,5.3,6.4,76.2,15.1,3.6,3.7,0.297,LOW
PX-13216,Artillery,Extreme,55.1,3.4,16.9,2,355,5.1,0.3,5.7,5.8,74.3,14.1,4.0,4.6,0.516,MODERATE
PX-14117,Logistics & ASC,Medium,51.2,3.0,5.2,3,173,47.1,3.7,6.3,4.2,79.0,19.0,4.4,2.6,0.072,LOW
PX-11625,Signals,High,57.7,4.7,6.0,2,222,24.5,1.7,5.4,4.9,79.7,10.4,2.2,3.3,0.393,MODERATE
PX-12040,Artillery,High,56.6,8.1,10.4,4,254,29.0,2.1,5.1,6.2,79.3,11.3,3.5,3.1,0.396,MODERATE
PX-12206,Signals,Medium,45.3,0.0,6.2,2,191,44.7,2.9,6.6,2.5,80.5,18.6,3.5,2.0,0.02,LOW
PX-14603,Signals,Medium,51.0,5.5,5.1,1,182,48.1,1.6,6.4,3.9,82.2,24.0,4.2,2.0,0.051,LOW
PX-14692,Signals,Medium,50.6,3.5,6.2,4,181,38.6,2.3,5.7,4.4,84.0,17.1,3.4,2.3,0.166,LOW
PX-11246,Combat Engineers,Extreme,61.2,11.0,12.1,4,264,20.3,0.0,5.0,10.0,78.8,12.2,3.9,4.4,0.618,MODERATE
PX-10419,Logistics & ASC,Medium,49.0,3.4,4.5,3,134,45.5,2.0,5.8,4.9,,22.4,3.4,1.9,0.121,LOW
PX-14577,Infantry,High,51.1,3.5,7.7,1,209,29.4,3.0,6.4,5.3,69.8,18.9,4.2,3.7,0.156,LOW
PX-13959,Artillery,High,62.0,10.2,7.5,3,189,29.8,3.0,5.7,9.8,77.3,8.9,4.4,4.2,0.46,MODERATE
PX-10651,Logistics & ASC,Medium,52.4,7.0,4.4,3,168,46.0,5.1,6.7,1.4,86.2,19.1,3.0,1.9,0.02,LOW
PX-11809,Infantry,Extreme,62.0,8.3,7.5,0,207,5.0,0.0,4.3,10.0,63.9,10.7,3.4,4.4,0.705,ELEVATED
PX-12145,Logistics & ASC,Medium,50.6,0.7,4.1,3,124,35.9,2.8,7.1,3.3,76.5,20.4,4.5,2.6,0.02,LOW
PX-10349,Infantry,Medium,60.6,9.7,6.5,1,199,36.2,3.0,6.1,4.3,86.1,14.5,3.8,2.0,0.227,LOW
PX-11168,Air Defense,Medium,46.9,0.0,18.0,0,365,25.6,4.6,5.9,5.0,80.7,12.6,3.6,2.8,0.238,LOW
PX-10492,Signals,Low,46.8,0.0,4.7,4,134,48.4,5.0,6.4,2.1,94.1,20.3,3.8,2.0,0.02,LOW
PX-13144,Air Defense,High,53.7,3.5,6.0,6,183,31.1,0.2,5.9,4.3,76.5,17.4,4.0,3.8,0.263,LOW
PX-12408,Artillery,High,50.5,2.8,7.1,1,316,17.2,0.7,4.9,6.0,,14.2,2.7,3.9,0.528,MODERATE
PX-10516,Artillery,Medium,50.2,0.9,3.7,5,121,39.8,2.3,6.0,3.4,81.1,21.0,4.7,1.8,0.02,LOW
PX-12055,Armored,Medium,48.0,0.0,11.5,0,265,36.3,2.2,6.9,2.5,74.3,21.3,3.9,2.0,0.115,LOW
PX-12838,Artillery,High,49.9,0.0,11.3,3,298,17.7,2.6,5.8,6.2,77.2,15.5,2.7,3.1,0.398,MODERATE
PX-10904,Medical Corps,Medium,52.9,6.0,3.5,5,110,39.7,2.0,6.1,2.2,71.7,20.5,3.5,2.1,0.02,LOW
PX-12920,Medical Corps,Medium,45.3,0.0,3.8,1,117,29.0,3.1,7.4,1.6,80.6,26.8,4.5,1.9,0.02,LOW
PX-11011,Combat Engineers,High,50.6,4.6,6.9,5,207,34.9,2.3,6.5,4.5,77.3,21.6,4.0,3.9,0.127,LOW
PX-11019,Armored,Extreme,60.4,7.1,9.3,4,216,14.8,0.0,4.6,9.5,,12.9,3.7,4.6,0.627,MODERATE
PX-13221,Air Defense,High,58.2,9.2,6.6,2,184,27.9,1.4,6.0,5.3,80.8,17.5,2.6,3.2,0.243,LOW
PX-10280,Infantry,Extreme,64.6,11.4,7.5,4,189,24.1,0.0,5.8,7.4,82.7,21.6,4.4,4.8,0.334,LOW
PX-12079,Infantry,Extreme,63.4,7.5,10.5,2,251,14.8,1.0,4.5,9.5,61.6,8.4,3.6,4.6,0.696,ELEVATED
PX-14697,Armored,Medium,47.7,1.4,18.0,0,365,20.2,2.4,5.6,4.2,70.0,15.8,4.3,3.0,0.287,LOW
PX-13345,Signals,Medium,52.2,1.3,7.5,2,208,28.0,3.2,5.8,3.6,86.5,20.0,4.1,2.2,0.101,LOW
PX-10242,Infantry,Medium,48.4,2.5,4.1,0,125,37.2,2.3,6.7,,71.3,21.7,3.8,2.2,0.02,LOW
PX-12218,Medical Corps,Low,37.5,0.0,2.9,1,123,45.5,4.8,7.0,0.7,94.1,23.2,3.9,1.8,0.02,LOW
PX-14472,Signals,Low,51.7,2.9,5.6,1,273,35.8,4.0,7.2,0.0,83.9,21.8,4.1,1.6,0.02,LOW
PX-12750,Infantry,Extreme,65.6,11.3,7.8,2,191,19.9,1.4,4.2,10.0,78.6,9.4,3.1,4.7,0.617,MODERATE
PX-13818,Signals,Medium,55.1,2.9,3.6,2,119,40.8,3.4,5.9,4.8,74.2,19.2,5.0,2.8,0.02,LOW
PX-13423,Armored,Extreme,62.0,9.1,7.3,2,306,31.6,1.5,5.4,9.1,95.5,13.0,3.9,3.8,0.478,MODERATE
PX-11865,Logistics & ASC,Medium,55.2,4.9,3.7,4,117,41.5,2.6,5.3,5.4,76.3,16.8,3.0,2.8,0.223,LOW
PX-12635,Armored,Low,44.6,0.0,2.3,1,88,49.9,3.2,7.4,1.0,80.1,26.0,4.3,1.3,0.02,LOW
PX-10085,Infantry,High,59.1,7.8,6.4,3,222,32.7,1.9,4.5,7.6,78.5,9.4,2.7,3.8,0.501,MODERATE
PX-13627,Signals,High,45.4,0.2,7.0,4,227,39.6,2.3,5.4,,71.3,15.0,3.3,3.4,0.382,MODERATE
PX-13043,Armored,Medium,46.5,0.0,5.8,1,169,29.1,2.0,7.1,1.4,76.8,16.2,2.9,3.0,0.052,LOW
PX-13546,Armored,High,47.2,2.0,6.2,4,178,20.8,2.0,5.6,5.1,71.1,16.9,3.8,3.7,0.19,LOW
PX-14652,Infantry,Medium,52.8,4.1,6.8,1,198,30.6,2.5,7.0,2.4,82.2,19.1,4.0,2.6,0.072,LOW
PX-11165,Logistics & ASC,Medium,49.8,0.9,3.7,1,126,35.1,6.1,6.8,2.2,73.7,21.4,4.3,2.8,0.02,LOW
PX-14106,Signals,Low,40.9,0.0,5.6,1,197,48.0,3.8,7.3,1.7,82.5,20.2,2.9,1.2,0.02,LOW
PX-11359,Infantry,High,58.9,9.7,10.6,0,238,31.6,2.9,5.1,8.4,76.0,13.3,3.7,3.7,0.519,MODERATE
PX-12802,Infantry,High,58.7,5.9,14.9,0,365,12.6,1.6,5.9,6.5,70.0,16.9,3.9,3.5,0.416,MODERATE
PX-14698,Combat Engineers,Medium,58.0,6.0,8.6,2,205,34.2,3.3,5.8,2.7,71.5,17.3,4.2,1.9,0.26,LOW
PX-12451,Signals,Low,44.4,0.0,9.2,0,288,43.2,4.2,6.2,0.1,82.2,14.4,3.8,1.3,0.032,LOW
PX-13742,Logistics & ASC,Low,41.6,0.0,7.2,0,228,33.6,4.3,7.9,0.0,97.8,21.0,3.5,1.7,0.02,LOW
PX-14248,Infantry,High,56.1,3.8,8.8,1,213,35.0,1.8,5.5,6.1,71.9,12.1,2.8,3.7,0.523,MODERATE
PX-10299,Signals,Low,44.8,0.0,5.6,1,215,40.1,1.9,7.7,,88.3,21.8,4.0,2.0,0.02,LOW
PX-13617,Infantry,High,53.6,1.3,18.0,3,365,10.4,2.0,5.1,6.3,76.6,15.4,4.3,4.2,0.49,MODERATE
PX-13967,Infantry,Medium,43.2,0.9,9.6,2,221,29.2,2.8,6.4,4.6,96.5,23.9,4.3,2.6,0.04,LOW
PX-10269,Infantry,High,51.7,5.5,10.8,4,267,31.0,1.5,5.7,6.9,69.0,17.1,3.2,3.2,0.391,MODERATE
PX-13153,Infantry,Extreme,56.9,8.0,8.4,0,201,25.5,1.7,4.9,7.6,67.4,17.5,4.9,4.1,0.46,MODERATE
PX-11049,Infantry,High,61.9,9.7,13.4,3,365,25.3,2.5,6.6,6.3,78.1,14.7,4.1,3.9,0.376,LOW
PX-14898,Logistics & ASC,Medium,51.0,1.2,9.7,3,230,30.6,1.9,6.8,1.3,83.0,17.7,3.6,2.8,0.162,LOW
PX-12257,Air Defense,Extreme,60.2,3.8,12.4,1,299,14.0,1.7,6.4,8.1,62.5,15.4,3.7,5.0,0.552,MODERATE
PX-10662,Infantry,High,56.6,6.7,10.6,3,282,30.1,1.0,5.0,6.2,62.5,13.6,3.7,3.9,0.546,MODERATE
PX-10434,Infantry,High,44.5,0.8,5.8,2,182,24.1,2.0,6.3,5.0,80.2,22.9,4.3,3.8,0.077,LOW
PX-10868,Infantry,Medium,58.3,6.3,3.8,1,175,53.1,3.0,6.1,3.4,81.5,18.3,4.3,1.9,0.118,LOW
PX-12181,Medical Corps,Medium,45.3,0.0,4.5,2,132,31.4,5.1,6.2,2.5,87.0,21.7,4.1,2.5,0.02,LOW
PX-11823,Combat Engineers,Low,46.6,0.0,3.8,4,120,51.8,3.2,6.1,2.1,73.8,19.8,3.6,1.3,0.062,LOW
PX-13909,Air Defense,Medium,49.9,0.0,4.0,2,123,41.3,3.0,6.1,4.0,82.5,13.1,2.9,2.0,0.171,LOW
PX-12781,Infantry,Medium,45.7,0.1,4.5,2,159,39.4,4.1,7.3,2.6,96.0,20.6,3.0,2.5,0.02,LOW
PX-12047,Combat Engineers,Medium,44.5,0.0,5.0,0,164,40.4,0.5,7.6,0.8,87.4,26.0,3.5,2.7,0.02,LOW
PX-12889,Infantry,High,51.9,3.3,6.4,1,179,21.2,1.5,5.6,5.1,75.1,19.7,3.5,4.1,0.281,LOW
PX-11137,Armored,Medium,54.9,7.8,7.2,1,178,27.6,1.2,5.5,4.9,68.9,15.0,3.8,3.0,0.326,LOW
PX-14309,Combat Engineers,High,46.1,0.0,15.0,5,342,24.3,1.3,6.8,2.9,77.2,17.2,3.2,3.9,0.156,LOW
PX-14763,Armored,Medium,56.1,7.6,7.0,1,196,36.9,1.5,5.3,5.4,67.9,12.5,3.3,2.4,0.248,LOW
PX-14524,Signals,Low,50.0,3.4,2.6,2,140,43.4,4.1,6.2,3.5,77.7,19.7,4.1,1.3,0.02,LOW
PX-13851,Artillery,Low,41.0,0.0,7.4,0,195,47.2,4.6,8.2,0.8,92.6,25.2,3.7,2.0,0.02,LOW
PX-14944,Combat Engineers,Medium,40.7,0.0,4.5,4,130,48.0,2.7,8.0,1.9,83.5,26.7,4.2,2.4,0.02,LOW
PX-13322,Signals,Low,54.1,4.3,10.7,2,242,35.0,4.6,6.6,1.6,88.9,18.1,4.3,1.9,0.055,LOW
PX-10814,Infantry,High,64.3,10.0,7.4,1,200,29.8,0.0,4.3,9.0,80.5,10.0,3.7,3.6,0.548,MODERATE
PX-12602,Armored,High,52.0,0.0,7.8,2,198,29.6,0.0,6.1,5.6,77.9,21.8,5.0,3.1,0.183,LOW
PX-10265,Infantry,Low,40.3,0.0,7.3,1,184,38.8,4.6,8.5,0.0,98.3,26.4,3.9,1.6,0.02,LOW
PX-11190,Armored,High,56.9,5.4,10.2,0,268,29.9,1.1,6.5,6.4,,13.6,3.6,4.1,0.382,MODERATE
PX-13963,Artillery,High,45.8,0.0,5.7,1,176,24.8,1.7,5.5,5.2,77.8,17.0,3.2,4.2,0.228,LOW
PX-11815,Combat Engineers,Medium,53.4,2.4,4.3,1,158,36.5,2.6,6.6,3.3,78.8,18.7,4.5,3.0,0.083,LOW
PX-14792,Artillery,Low,37.8,0.0,2.2,0,99,43.0,4.2,7.0,1.4,72.6,24.9,3.4,2.0,0.02,LOW
PX-11452,Logistics & ASC,Medium,55.5,4.3,3.9,1,138,34.3,3.3,7.3,1.8,98.7,25.4,4.8,3.0,0.02,LOW
PX-13576,Air Defense,Low,44.0,0.0,2.4,1,138,54.2,3.8,7.2,1.5,76.7,20.2,3.9,1.1,0.02,LOW
PX-11152,Infantry,High,58.0,4.2,6.4,4,165,20.6,1.1,5.3,5.9,78.3,16.5,3.5,4.2,0.422,MODERATE
PX-12189,Logistics & ASC,Medium,63.7,12.2,17.5,2,365,26.0,2.8,5.0,5.2,80.7,,3.3,2.5,0.541,MODERATE
PX-11567,Infantry,High,51.7,2.0,10.1,1,248,29.3,3.3,6.0,6.0,67.8,19.4,4.4,3.6,0.316,LOW
PX-12193,Infantry,High,63.1,13.1,6.7,1,186,29.0,3.2,5.4,7.0,80.8,10.4,3.4,3.8,0.377,LOW
PX-10942,Infantry,Medium,46.8,1.6,8.5,1,200,40.5,3.2,6.2,2.9,77.2,17.1,3.6,2.8,0.104,LOW
PX-10069,Armored,High,57.0,4.5,11.0,2,267,26.7,0.5,4.7,6.7,69.7,12.4,3.9,3.8,0.584,MODERATE
PX-11058,Combat Engineers,Extreme,57.8,7.0,12.8,1,284,9.9,0.8,4.9,8.0,77.8,9.9,3.3,4.0,0.641,MODERATE
PX-14638,Infantry,High,60.1,11.3,7.1,3,205,34.4,2.5,6.8,5.7,64.5,22.8,4.5,3.4,0.263,LOW
PX-12486,Air Defense,Medium,49.0,1.6,5.4,4,158,28.4,2.3,6.2,4.3,84.4,13.8,3.5,3.0,0.071,LOW
PX-10528,Air Defense,Extreme,56.3,5.2,7.4,0,247,19.9,1.9,4.6,8.0,80.4,12.8,2.9,4.8,0.583,MODERATE
PX-13712,Medical Corps,Medium,52.3,3.3,5.1,1,141,44.2,4.0,6.1,3.6,100.0,15.0,2.9,2.6,0.098,LOW
PX-13384,Infantry,Medium,49.5,0.0,5.8,2,159,38.5,3.6,5.9,3.6,91.7,18.9,3.0,2.5,0.082,LOW
PX-13001,Combat Engineers,Extreme,67.8,17.4,7.2,3,226,37.1,0.8,5.2,9.8,79.5,14.1,3.7,3.9,0.607,MODERATE
PX-14824,Armored,Medium,42.6,0.0,5.9,3,174,34.4,3.6,7.3,3.0,76.1,22.8,4.4,2.2,0.02,LOW
PX-10405,Logistics & ASC,Medium,54.8,6.4,13.0,3,280,27.3,3.2,6.3,3.4,76.4,18.9,3.8,1.9,0.261,LOW
PX-14242,Armored,Low,44.1,3.5,3.7,2,123,40.3,5.6,6.6,1.5,75.9,22.5,4.0,1.8,0.02,LOW
PX-10263,Infantry,Extreme,64.8,7.8,7.3,1,178,31.9,0.0,4.7,10.0,,17.5,4.2,4.3,0.538,MODERATE
PX-13269,Infantry,Medium,48.1,0.0,3.5,1,123,46.5,3.1,5.1,5.2,71.4,18.5,3.1,2.4,0.119,LOW
PX-14764,Armored,Medium,61.0,6.0,5.0,2,139,46.8,2.3,6.0,5.0,86.5,16.1,4.1,3.0,0.199,LOW
PX-10805,Infantry,High,49.2,0.0,8.0,2,205,31.9,2.5,5.4,5.4,79.2,19.2,3.5,3.2,0.292,LOW
PX-13660,Infantry,Medium,52.6,1.4,4.7,3,134,46.2,2.9,6.8,2.5,78.8,16.5,2.3,3.0,0.081,LOW
PX-11805,Signals,Medium,48.0,1.9,6.7,1,170,37.9,2.1,5.7,4.4,91.0,21.2,3.9,2.4,0.091,LOW
PX-13598,Medical Corps,Medium,49.9,5.1,5.5,1,236,35.0,3.7,6.3,3.6,84.2,19.2,3.6,2.4,0.07,LOW
PX-10074,Infantry,Extreme,64.7,16.3,9.8,3,235,20.0,0.6,5.0,9.6,77.8,13.2,4.1,4.4,0.536,MODERATE
PX-12066,Armored,High,56.1,6.6,8.0,3,230,26.4,1.5,5.7,4.0,81.6,19.5,5.0,3.9,0.255,LOW
PX-11818,Armored,Low,40.0,0.0,2.1,0,88,48.4,4.9,7.2,0.0,77.7,29.3,4.4,1.5,0.02,LOW
PX-10887,Infantry,Medium,52.1,2.3,4.6,0,138,48.6,4.2,6.4,,89.5,18.9,3.4,1.9,0.021,LOW
PX-13774,Air Defense,High,59.9,7.9,7.5,2,184,27.9,1.4,5.3,6.6,83.0,11.8,3.6,3.4,0.461,MODERATE
PX-14583,Medical Corps,High,60.7,12.0,12.5,3,365,10.3,2.0,4.4,10.0,66.9,12.9,4.1,4.0,0.681,ELEVATED
PX-10356,Air Defense,High,49.9,0.0,18.0,2,365,20.4,0.9,6.6,3.9,69.6,14.4,3.8,3.5,0.368,LOW
PX-12849,Artillery,High,57.6,8.9,6.0,4,153,33.8,1.4,5.4,5.5,83.3,23.2,3.5,3.1,0.311,LOW
PX-13942,Infantry,Low,40.4,0.0,2.9,0,106,47.3,3.7,5.6,3.8,82.3,22.8,3.5,1.3,0.02,LOW
PX-12516,Infantry,Extreme,63.9,10.8,8.2,4,218,29.0,0.6,5.2,8.3,79.7,11.6,4.1,4.5,0.516,MODERATE
PX-10091,Signals,Medium,50.2,1.2,5.6,1,188,41.7,2.9,6.3,2.0,89.8,21.8,5.0,2.5,0.02,LOW
PX-12815,Combat Engineers,Medium,51.7,3.7,4.6,1,137,36.1,3.5,6.6,3.8,77.2,21.4,4.4,2.0,0.02,LOW
PX-14350,Infantry,Extreme,64.0,13.0,16.0,2,353,15.0,0.4,4.9,8.8,69.1,11.6,4.1,4.2,0.706,ELEVATED
PX-11258,Combat Engineers,High,53.9,5.7,7.3,0,228,26.8,1.1,5.2,6.3,72.4,11.3,3.6,3.9,0.504,MODERATE
PX-13002,Infantry,Medium,48.4,0.0,4.3,1,127,40.2,4.6,6.8,3.5,84.8,26.7,4.0,1.9,0.02,LOW
PX-12581,Air Defense,High,50.7,1.0,11.9,1,298,27.3,2.6,5.7,7.0,70.4,15.1,3.1,3.2,0.395,MODERATE
PX-14620,Infantry,Medium,48.7,5.2,4.8,0,146,24.1,1.6,6.4,3.6,83.2,19.5,4.1,1.9,0.067,LOW
PX-11010,Signals,Medium,48.4,1.1,10.2,1,255,33.8,1.9,7.5,0.6,77.7,19.1,3.3,2.8,0.096,LOW
PX-13788,Artillery,Medium,53.9,5.5,4.0,0,152,44.6,0.8,7.2,1.4,86.6,19.9,4.0,2.1,0.02,LOW
PX-14047,Artillery,Medium,43.7,0.6,7.8,0,219,40.2,3.2,6.3,4.6,84.4,20.6,4.5,2.4,0.078,LOW
PX-14399,Air Defense,High,62.8,12.8,8.7,1,205,23.0,2.3,5.2,7.3,65.5,10.6,3.5,3.2,0.473,MODERATE
PX-13332,Infantry,Low,36.0,0.0,5.9,2,227,47.6,3.9,7.6,0.0,100.0,23.1,3.6,1.4,0.02,LOW
PX-10243,Combat Engineers,Medium,51.4,5.7,10.5,2,240,31.1,4.9,7.7,1.2,88.8,21.1,3.8,2.4,0.071,LOW
PX-14923,Logistics & ASC,Low,48.2,0.0,2.6,2,94,60.0,3.3,6.9,1.4,100.0,20.8,3.8,2.0,0.02,LOW
PX-11605,Artillery,Low,42.2,0.0,2.5,2,96,45.6,3.3,7.3,0.5,89.4,24.6,3.8,1.3,0.02,LOW
PX-10729,Armored,Medium,60.0,7.8,6.5,2,185,40.9,3.4,6.0,5.2,85.3,22.1,4.8,2.1,0.152,LOW
PX-10150,Air Defense,High,65.8,15.1,8.6,2,269,28.8,1.6,5.2,8.0,76.0,11.3,3.0,3.6,0.562,MODERATE
PX-11061,Combat Engineers,High,54.2,4.1,5.8,2,162,34.6,0.9,5.5,5.3,75.3,13.2,4.1,4.0,0.224,LOW
PX-14687,Armored,Extreme,61.5,10.9,8.0,3,222,19.3,0.0,5.5,9.3,73.2,11.8,3.7,4.6,0.565,MODERATE
PX-12977,Signals,Extreme,61.4,9.6,11.5,4,290,13.0,0.8,4.5,10.0,71.0,12.1,4.3,4.1,0.823,ELEVATED
PX-12903,Medical Corps,Medium,51.0,0.0,6.4,5,171,28.0,3.0,6.0,2.2,76.8,20.6,3.9,2.5,0.121,LOW
